Date,Open,High,Low,Close,Adj Close,Volume
2019-04-25,5535.000000,5620.000000,5525.000000,5595.000000,5027.083496,61482500
2019-04-26,5585.000000,5645.000000,5570.000000,5620.000000,5049.544922,66204500
2019-04-29,5610.000000,5695.000000,5595.000000,5685.000000,5107.947754,65480500
2019-04-30,5670.000000,5760.000000,5670.000000,5750.000000,5166.349609,107607500
2019-05-01,5750.000000,5750.000000,5750.000000,5750.000000,5166.349609,0
2019-05-02,5800.000000,5810.000000,5675.000000,5685.000000,5107.947754,80879500
2019-05-03,5680.000000,5750.000000,5615.000000,5675.000000,5098.962402,58244500
2019-05-06,5600.000000,5660.000000,5595.000000,5620.000000,5049.544922,36649500
2019-05-07,5675.000000,5710.000000,5650.000000,5660.000000,5085.485352,59177000
2019-05-08,5600.000000,5700.000000,5595.000000,5700.000000,5121.424805,59062000
2019-05-09,5700.000000,5700.000000,5625.000000,5630.000000,5058.530273,126636500
2019-05-10,5610.000000,5680.000000,5600.000000,5610.000000,5040.560547,76130500
2019-05-13,5680.000000,5695.000000,5600.000000,5610.000000,5040.560547,63720500
2019-05-14,5560.000000,5630.000000,5495.000000,5495.000000,4937.232910,114800500
2019-05-15,5555.000000,5555.000000,5445.000000,5460.000000,4905.786133,72065000
2019-05-16,5460.000000,5480.000000,5280.000000,5280.000000,4744.057129,87939000
2019-05-17,5280.000000,5310.000000,5180.000000,5180.000000,4654.207031,74207000
2019-05-20,5180.000000,5390.000000,5140.000000,5380.000000,4833.906250,54764500
2019-05-21,5470.000000,5495.000000,5400.000000,5460.000000,4905.786133,97371000
2019-05-22,5530.000000,5530.000000,5400.000000,5460.000000,4905.786133,38519000
2019-05-23,5440.000000,5605.000000,5340.000000,5605.000000,5036.067871,54926000
2019-05-24,5610.000000,5630.000000,5605.000000,5610.000000,5040.560547,37402000
2019-05-27,5535.000000,5700.000000,5530.000000,5685.000000,5107.947754,68564000
2019-05-28,5655.000000,5770.000000,5655.000000,5735.000000,5152.873047,209923000
2019-05-29,5800.000000,5895.000000,5730.000000,5740.000000,5157.365723,133044500
2019-05-30,5740.000000,5740.000000,5740.000000,5740.000000,5157.365723,0
2019-05-31,5740.000000,5870.000000,5735.000000,5820.000000,5229.244141,96875000
2019-06-03,5820.000000,5820.000000,5820.000000,5820.000000,5229.244141,0
2019-06-04,5820.000000,5820.000000,5820.000000,5820.000000,5229.244141,0
2019-06-05,5820.000000,5820.000000,5820.000000,5820.000000,5229.244141,0
2019-06-06,5820.000000,5820.000000,5820.000000,5820.000000,5229.244141,0
2019-06-07,5820.000000,5820.000000,5820.000000,5820.000000,5229.244141,0
2019-06-10,6000.000000,6190.000000,5810.000000,5880.000000,5283.154785,179238000
2019-06-11,5900.000000,5960.000000,5845.000000,5910.000000,5310.109375,72901000
2019-06-12,5840.000000,5900.000000,5820.000000,5845.000000,5251.706543,69255500
2019-06-13,5885.000000,5885.000000,5790.000000,5805.000000,5215.767578,78802500
2019-06-14,5845.000000,5845.000000,5790.000000,5800.000000,5211.274902,57220500
2019-06-17,5810.000000,5840.000000,5790.000000,5795.000000,5206.782227,83624000
2019-06-18,5795.000000,5900.000000,5795.000000,5900.000000,5301.123535,78788000
2019-06-19,5900.000000,5960.000000,5890.000000,5940.000000,5337.064453,66944500
2019-06-20,5900.000000,5940.000000,5805.000000,5910.000000,5310.109375,59504500
2019-06-21,5910.000000,5935.000000,5840.000000,5880.000000,5283.154785,144149000
2019-06-24,5895.000000,5900.000000,5865.000000,5875.000000,5278.661621,30084000
2019-06-25,5930.000000,5960.000000,5875.000000,5910.000000,5310.109375,40561500
2019-06-26,5940.000000,5940.000000,5860.000000,5865.000000,5269.676758,59334500
2019-06-27,5850.000000,5935.000000,5805.000000,5935.000000,5332.571289,77525000
2019-06-28,5980.000000,5995.000000,5960.000000,5995.000000,5386.480957,80919000
2019-07-01,5995.000000,6025.000000,5965.000000,5990.000000,5381.989746,56612500
2019-07-02,5990.000000,6000.000000,5950.000000,6000.000000,5390.973633,48563500
2019-07-03,5950.000000,6000.000000,5940.000000,6000.000000,5390.973633,43640000
2019-07-04,6000.000000,6010.000000,5965.000000,5990.000000,5381.989746,28224500
2019-07-05,6020.000000,6020.000000,5970.000000,5970.000000,5364.019043,32722500
2019-07-08,5935.000000,5960.000000,5865.000000,5880.000000,5283.154785,38361000
2019-07-09,5870.000000,6000.000000,5870.000000,6000.000000,5390.973633,47740500
2019-07-10,6000.000000,6040.000000,5995.000000,6000.000000,5390.973633,52183500
2019-07-11,6020.000000,6025.000000,5980.000000,6025.000000,5413.436035,34279500
2019-07-12,6000.000000,6030.000000,5995.000000,6010.000000,5399.959473,29838000
2019-07-15,6060.000000,6115.000000,6035.000000,6105.000000,5485.315918,61453500
2019-07-16,6080.000000,6105.000000,6070.000000,6085.000000,5467.346191,38075000
2019-07-17,6080.000000,6150.000000,6045.000000,6150.000000,5525.747559,45487000
2019-07-18,6100.000000,6170.000000,6055.000000,6145.000000,5521.255371,43625500
2019-07-19,6195.000000,6210.000000,6150.000000,6200.000000,5570.672852,43973500
2019-07-22,6260.000000,6290.000000,6200.000000,6290.000000,5651.538574,37314500
2019-07-23,6240.000000,6290.000000,6205.000000,6235.000000,5602.121094,39129500
2019-07-24,6260.000000,6265.000000,6165.000000,6250.000000,5615.597656,51343500
2019-07-25,6270.000000,6275.000000,6200.000000,6250.000000,5615.597656,53477500
2019-07-26,6250.000000,6250.000000,6190.000000,6195.000000,5566.181152,51797500
2019-07-29,6220.000000,6230.000000,6160.000000,6190.000000,5561.687988,68509500
2019-07-30,6205.000000,6250.000000,6190.000000,6220.000000,5588.643066,38225500
2019-07-31,6190.000000,6240.000000,6180.000000,6190.000000,5561.687988,64129000
2019-08-01,6190.000000,6270.000000,6185.000000,6210.000000,5579.657227,78228000
2019-08-02,6160.000000,6205.000000,6160.000000,6165.000000,5539.225586,62989500
2019-08-05,6215.000000,6215.000000,6000.000000,6000.000000,5390.973633,90924000
2019-08-06,5880.000000,5955.000000,5765.000000,5880.000000,5283.154785,183296000
2019-08-07,5975.000000,6050.000000,5905.000000,6010.000000,5399.959473,92102000
2019-08-08,6010.000000,6080.000000,5980.000000,6005.000000,5395.466309,58295500
2019-08-09,6055.000000,6120.000000,6055.000000,6065.000000,5449.375977,48118500
2019-08-12,6070.000000,6080.000000,6000.000000,6040.000000,5426.914551,52705000
2019-08-13,6000.000000,6040.000000,6000.000000,6015.000000,5404.451660,84406000
2019-08-14,6040.000000,6060.000000,5980.000000,6010.000000,5399.959473,81942000
2019-08-15,5920.000000,6000.000000,5860.000000,6000.000000,5390.973633,52561500
2019-08-16,6040.000000,6040.000000,5960.000000,5960.000000,5355.033691,49821500
2019-08-19,6030.000000,6030.000000,5965.000000,6015.000000,5404.451660,30619000
2019-08-20,6035.000000,6035.000000,5985.000000,5985.000000,5377.496582,58393500
2019-08-21,6000.000000,6005.000000,5975.000000,5975.000000,5368.512207,55927500
2019-08-22,5925.000000,6000.000000,5920.000000,6000.000000,5390.973633,65888000
2019-08-23,5920.000000,5995.000000,5905.000000,5995.000000,5386.480957,33083500
2019-08-26,5940.000000,6000.000000,5860.000000,5990.000000,5381.989746,41388500
2019-08-27,6040.000000,6040.000000,5950.000000,6005.000000,5395.466309,123780000
2019-08-28,6000.000000,6020.000000,5985.000000,5995.000000,5386.480957,55688000
2019-08-29,5990.000000,6025.000000,5985.000000,6005.000000,5395.466309,51525500
2019-08-30,6080.000000,6100.000000,6005.000000,6100.000000,5480.823242,73650000
2019-09-02,6100.000000,6100.000000,6000.000000,6000.000000,5390.973633,42429000
2019-09-03,6000.000000,6055.000000,6000.000000,6055.000000,5440.391113,42743500
2019-09-04,6060.000000,6060.000000,6005.000000,6020.000000,5408.943848,41979000
2019-09-05,6085.000000,6085.000000,6015.000000,6040.000000,5426.914551,53650500
2019-09-06,6060.000000,6060.000000,6025.000000,6025.000000,5413.436035,54349000
2019-09-09,6050.000000,6055.000000,5980.000000,6035.000000,5422.421875,25912000
2019-09-10,6020.000000,6055.000000,5985.000000,6055.000000,5440.391113,40291000
2019-09-11,6050.000000,6100.000000,6010.000000,6100.000000,5480.823242,45243500
2019-09-12,6100.000000,6105.000000,6010.000000,6020.000000,5408.943848,40034000
2019-09-13,6080.000000,6090.000000,6010.000000,6030.000000,5417.929199,28419500
2019-09-16,6000.000000,6015.000000,5985.000000,6005.000000,5395.466309,77289000
2019-09-17,5990.000000,6035.000000,5985.000000,6030.000000,5417.929199,92037500
2019-09-18,5990.000000,6040.000000,5990.000000,6040.000000,5426.914551,28667000
2019-09-19,6015.000000,6045.000000,6000.000000,6030.000000,5417.929199,61988500
2019-09-20,6050.000000,6050.000000,5990.000000,5990.000000,5381.989746,133433000
2019-09-23,6030.000000,6030.000000,6000.000000,6025.000000,5413.436035,47231500
2019-09-24,5980.000000,6000.000000,5940.000000,5945.000000,5341.556641,79718500
2019-09-25,5900.000000,5935.000000,5780.000000,5935.000000,5332.571289,88620000
2019-09-26,6000.000000,6060.000000,5970.000000,6060.000000,5444.883789,109859000
2019-09-27,6005.000000,6075.000000,6000.000000,6070.000000,5453.869141,48010000
2019-09-30,6070.000000,6070.000000,6005.000000,6070.000000,5453.869141,73391000
2019-10-01,6010.000000,6065.000000,6010.000000,6040.000000,5426.914551,40057000
2019-10-02,6010.000000,6070.000000,6010.000000,6050.000000,5435.898926,52376500
2019-10-03,6010.000000,6045.000000,5950.000000,6040.000000,5426.914551,50269000
2019-10-04,5980.000000,6065.000000,5980.000000,6045.000000,5431.405762,56890500
2019-10-07,6070.000000,6080.000000,6050.000000,6070.000000,5453.869141,56705500
2019-10-08,6080.000000,6100.000000,6015.000000,6100.000000,5480.823242,46997500
2019-10-09,6100.000000,6100.000000,6050.000000,6070.000000,5453.869141,41496500
2019-10-10,6020.000000,6110.000000,6020.000000,6110.000000,5489.808594,65806500
2019-10-11,6080.000000,6155.000000,6080.000000,6125.000000,5503.286133,40863500
2019-10-14,6130.000000,6200.000000,6130.000000,6200.000000,5570.672852,37514500
2019-10-15,6190.000000,6190.000000,6145.000000,6175.000000,5548.211426,40935000
2019-10-16,6200.000000,6215.000000,6175.000000,6215.000000,5584.150391,65776500
2019-10-17,6185.000000,6210.000000,6105.000000,6115.000000,5494.300781,45666500
2019-10-18,6160.000000,6170.000000,6140.000000,6160.000000,5534.733398,41008500
2019-10-21,6200.000000,6255.000000,6185.000000,6220.000000,5588.643066,59971500
2019-10-22,6270.000000,6300.000000,6225.000000,6300.000000,5660.522949,67259500
2019-10-23,6300.000000,6305.000000,6260.000000,6275.000000,5638.060547,62219000
2019-10-24,6290.000000,6320.000000,6270.000000,6300.000000,5660.522949,73101000
2019-10-25,6320.000000,6325.000000,6175.000000,6200.000000,5570.672852,61929500
2019-10-28,6200.000000,6250.000000,6200.000000,6205.000000,5575.166016,43249500
2019-10-29,6205.000000,6240.000000,6150.000000,6220.000000,5588.643066,79861500
2019-10-30,6280.000000,6285.000000,6200.000000,6265.000000,5629.075684,60738000
2019-10-31,6270.000000,6300.000000,6250.000000,6290.000000,5651.538574,58420500
2019-11-01,6300.000000,6325.000000,6275.000000,6325.000000,5682.985352,42080500
2019-11-04,6350.000000,6380.000000,6260.000000,6275.000000,5638.060547,43794500
2019-11-05,6350.000000,6360.000000,6270.000000,6360.000000,5714.433105,66161500
2019-11-06,6380.000000,6380.000000,6295.000000,6295.000000,5656.030273,63393000
2019-11-07,6335.000000,6335.000000,6250.000000,6285.000000,5647.045898,61972000
2019-11-08,6315.000000,6315.000000,6250.000000,6280.000000,5642.552734,90040500
2019-11-11,6335.000000,6340.000000,6265.000000,6295.000000,5656.030273,70207000
2019-11-12,6220.000000,6280.000000,6220.000000,6265.000000,5629.075684,47635500
2019-11-13,6265.000000,6285.000000,6265.000000,6280.000000,5642.552734,40083500
2019-11-14,6265.000000,6280.000000,6210.000000,6270.000000,5633.567383,37862000
2019-11-15,6280.000000,6290.000000,6255.000000,6275.000000,5638.060547,47138000
2019-11-18,6245.000000,6285.000000,6210.000000,6280.000000,5642.552734,65599000
2019-11-19,6330.000000,6350.000000,6300.000000,6315.000000,5674.000488,60115000
2019-11-20,6255.000000,6350.000000,6255.000000,6350.000000,5705.447266,43229500
2019-11-21,6350.000000,6350.000000,6300.000000,6300.000000,5660.522949,57523500
2019-11-22,6280.000000,6310.000000,6270.000000,6305.000000,5665.015137,56035000
2019-11-25,6330.000000,6335.000000,6275.000000,6275.000000,5638.060547,55133500
2019-11-26,6330.000000,6330.000000,6270.000000,6285.000000,5647.045898,192783500
2019-11-27,6270.000000,6300.000000,6240.000000,6300.000000,5660.522949,58833500
2019-11-28,6295.000000,6295.000000,6245.000000,6250.000000,5615.597656,44248000
2019-11-29,6230.000000,6295.000000,6225.000000,6280.000000,5642.552734,52954500
2019-12-02,6280.000000,6425.000000,6270.000000,6425.000000,5772.834961,49909000
2019-12-03,6420.000000,6420.000000,6345.000000,6375.000000,5727.909180,42823000
2019-12-04,6360.000000,6400.000000,6355.000000,6365.000000,5718.925293,37552000
2019-12-05,6360.000000,6385.000000,6330.000000,6340.000000,5696.462891,54168000
2019-12-06,6340.000000,6395.000000,6320.000000,6395.000000,5764.062988,69920500
2019-12-09,6370.000000,6395.000000,6360.000000,6395.000000,5764.062988,51667500
2019-12-10,6395.000000,6400.000000,6360.000000,6365.000000,5737.022949,57654000
2019-12-11,6365.000000,6385.000000,6350.000000,6380.000000,5750.543457,48469000
2019-12-12,6400.000000,6405.000000,6340.000000,6340.000000,5714.489258,79198500
2019-12-13,6395.000000,6420.000000,6350.000000,6360.000000,5732.516113,70822500
2019-12-16,6340.000000,6395.000000,6340.000000,6360.000000,5732.516113,78684000
2019-12-17,6395.000000,6500.000000,6365.000000,6500.000000,5858.703613,102914500
2019-12-18,6500.000000,6800.000000,6440.000000,6755.000000,6088.544922,181804000
2019-12-19,6700.000000,6720.000000,6590.000000,6600.000000,5948.837402,74171000
2019-12-20,6680.000000,6740.000000,6610.000000,6660.000000,6002.917480,99453000
2019-12-23,6680.000000,6730.000000,6650.000000,6660.000000,6002.917480,46558500
2019-12-26,6660.000000,6725.000000,6660.000000,6680.000000,6020.944336,38188500
2019-12-27,6670.000000,6700.000000,6670.000000,6695.000000,6034.464355,29945000
2019-12-30,6680.000000,6720.000000,6670.000000,6685.000000,6025.451172,61168000
2020-01-02,6695.000000,6780.000000,6680.000000,6690.000000,6029.958008,49445000
2020-01-03,6750.000000,6800.000000,6725.000000,6800.000000,6129.104980,47755500
2020-01-06,6720.000000,6750.000000,6690.000000,6735.000000,6070.518066,27300000
2020-01-07,6735.000000,6770.000000,6730.000000,6740.000000,6075.025391,45022500
2020-01-08,6670.000000,6745.000000,6670.000000,6680.000000,6020.944336,53692500
2020-01-09,6740.000000,6755.000000,6730.000000,6740.000000,6075.025391,40363500
2020-01-10,6765.000000,6825.000000,6710.000000,6725.000000,6061.504395,73362000
2020-01-13,6740.000000,6760.000000,6735.000000,6745.000000,6079.531738,67855000
2020-01-14,6745.000000,6885.000000,6740.000000,6870.000000,6192.199219,93582000
2020-01-15,6870.000000,7060.000000,6800.000000,6835.000000,6160.651855,75623500
2020-01-16,6805.000000,6890.000000,6795.000000,6850.000000,6174.172363,88931500
2020-01-17,6840.000000,6890.000000,6800.000000,6875.000000,6196.706055,38249500
2020-01-20,6950.000000,6975.000000,6830.000000,6835.000000,6160.651855,93554500
2020-01-21,6885.000000,6895.000000,6825.000000,6830.000000,6156.145020,103984500
2020-01-22,6855.000000,6895.000000,6835.000000,6840.000000,6165.158691,94311500
2020-01-23,6885.000000,6895.000000,6830.000000,6840.000000,6165.158691,87728000
2020-01-24,6820.000000,6880.000000,6810.000000,6810.000000,6138.118652,69653500
2020-01-27,6865.000000,6940.000000,6815.000000,6840.000000,6165.158691,39679000
2020-01-28,6835.000000,6845.000000,6755.000000,6790.000000,6120.091309,82615000
2020-01-29,6800.000000,6845.000000,6770.000000,6785.000000,6115.584961,43821000
2020-01-30,6845.000000,6845.000000,6730.000000,6740.000000,6075.025391,71990000
2020-01-31,6800.000000,6805.000000,6480.000000,6480.000000,5840.676758,163136500
2020-02-03,6480.000000,6585.000000,6370.000000,6440.000000,5804.623047,149797000
2020-02-04,6570.000000,6620.000000,6520.000000,6600.000000,5948.837402,113316500
2020-02-05,6780.000000,6780.000000,6650.000000,6730.000000,6066.011230,123002500
2020-02-06,6740.000000,6780.000000,6680.000000,6740.000000,6075.025391,154693500
2020-02-07,6710.000000,6780.000000,6705.000000,6760.000000,6093.051758,82609000
2020-02-10,6760.000000,6785.000000,6630.000000,6785.000000,6115.584961,66578500
2020-02-11,6785.000000,6785.000000,6745.000000,6780.000000,6111.078613,77526500
2020-02-12,6800.000000,6800.000000,6760.000000,6800.000000,6129.104980,69971500
2020-02-13,6820.000000,6820.000000,6740.000000,6790.000000,6120.091309,49737000
2020-02-14,6780.000000,6795.000000,6675.000000,6680.000000,6020.944336,147028500
2020-02-17,6680.000000,6750.000000,6680.000000,6720.000000,6056.997559,115319000
2020-02-18,6685.000000,6720.000000,6670.000000,6695.000000,6034.464355,98436500
2020-02-19,6665.000000,6760.000000,6665.000000,6695.000000,6034.464355,74594000
2020-02-20,6690.000000,6695.000000,6565.000000,6595.000000,5944.330566,136724500
2020-02-21,6600.000000,6660.000000,6595.000000,6615.000000,5962.357422,98261000
2020-02-24,6565.000000,6600.000000,6510.000000,6525.000000,5881.237305,84910000
2020-02-25,6550.000000,6560.000000,6510.000000,6530.000000,5885.743164,86446500
2020-02-26,6500.000000,6535.000000,6420.000000,6420.000000,5786.596680,92824500
2020-02-27,6470.000000,6475.000000,6200.000000,6290.000000,5669.422363,129254500
2020-02-28,6200.000000,6290.000000,6035.000000,6290.000000,5669.422363,169946500
2020-03-02,6290.000000,6290.000000,6035.000000,6080.000000,5480.141113,144871500
2020-03-03,6200.000000,6350.000000,6200.000000,6320.000000,5696.462891,114663500
2020-03-04,6315.000000,6500.000000,6260.000000,6440.000000,5804.623047,83025000
2020-03-05,6540.000000,6540.000000,6340.000000,6435.000000,5800.116211,77583000
2020-03-06,6350.000000,6350.000000,6200.000000,6200.000000,5588.301758,77835500
2020-03-09,6000.000000,6040.000000,5785.000000,5785.000000,5214.246094,140889500
2020-03-10,5840.000000,6010.000000,5840.000000,5925.000000,5340.432617,133667000
2020-03-11,5950.000000,5980.000000,5790.000000,5850.000000,5272.833984,93204500
2020-03-12,5600.000000,5640.000000,5460.000000,5560.000000,5011.445313,129845500
2020-03-13,5560.000000,5560.000000,5560.000000,5560.000000,5011.445313,0
2020-03-16,5560.000000,5560.000000,5560.000000,5560.000000,5011.445313,0
2020-03-17,5495.000000,5505.000000,5120.000000,5120.000000,4614.855469,212200000
2020-03-18,5120.000000,5380.000000,4765.000000,5000.000000,4506.695313,180053500
2020-03-19,4995.000000,4995.000000,4650.000000,4650.000000,4191.226563,264419000
2020-03-20,4600.000000,5385.000000,4325.000000,4735.000000,4267.840332,335132000
2020-03-23,4760.000000,5000.000000,4405.000000,4430.000000,3992.931396,217843500
2020-03-24,4450.000000,4995.000000,4450.000000,4500.000000,4056.025879,253971000
2020-03-26,4650.000000,5395.000000,4650.000000,5280.000000,4759.069824,331633000
2020-03-27,5360.000000,5895.000000,5355.000000,5510.000000,4966.377930,269683000
2020-03-30,5480.000000,5555.000000,5155.000000,5495.000000,4952.857422,159964500
2020-03-31,5660.000000,5710.000000,5485.000000,5525.000000,4979.898438,182638500
2020-04-01,5560.000000,5750.000000,5425.000000,5480.000000,4939.338379,152831500
2020-04-02,5470.000000,5470.000000,5360.000000,5410.000000,4876.244141,136623500
2020-04-03,5460.000000,5530.000000,5365.000000,5495.000000,4952.857422,110506000
2020-04-06,5520.000000,5740.000000,5495.000000,5735.000000,5169.178711,78184000
2020-04-07,5735.000000,6100.000000,5580.000000,5655.000000,5097.072266,149153500
2020-04-08,5655.000000,5660.000000,5480.000000,5635.000000,5079.045410,106111500
2020-04-09,5600.000000,5695.000000,5500.000000,5595.000000,5042.991699,89997000
2020-04-13,5540.000000,5615.000000,5480.000000,5500.000000,4957.363770,58043000
2020-04-14,5505.000000,5590.000000,5445.000000,5515.000000,4970.885254,95796000
2020-04-15,5515.000000,5630.000000,5445.000000,5485.000000,4943.843750,95342000
2020-04-16,5485.000000,5520.000000,5185.000000,5240.000000,4723.016602,176990500
2020-04-17,5300.000000,5445.000000,5280.000000,5425.000000,4889.764160,160935500
2020-04-20,5430.000000,5500.000000,5330.000000,5355.000000,4826.669922,90744000
2020-04-21,5355.000000,5355.000000,5160.000000,5160.000000,4731.311035,73431000
2020-04-22,5160.000000,5235.000000,5045.000000,5145.000000,4717.557129,107263500
2020-04-23,5180.000000,5245.000000,5120.000000,5120.000000,4694.633301,105419500
2020-04-24,5120.000000,5140.000000,4920.000000,4920.000000,4511.249512,131149500
2020-04-27,4940.000000,5020.000000,4855.000000,4960.000000,4547.926270,151103500
2020-04-28,4960.000000,4975.000000,4805.000000,4830.000000,4428.726563,180488000
2020-04-29,4825.000000,4850.000000,4800.000000,4850.000000,4447.065430,121161000
